,bag_openbareruimte_id,totaal_bijplaatsingen,aantal_niet_aplus,aantal_grofvuil,stadsdeel,postcode,adres,geometrie_origineel,dumpplek,aantal_handhavingen,lon,lat
1481,363300000004035.0,225,118,20,Centrum,1012 WP,Koningsplein 7,POINT (121077.3995664241 486681.9992220398),True,35,4.889139295940559,52.3669730295604
2844,363300011951229.0,225,166,16,Zuidoost,1103BD,Eksteenfontein 11,POINT (126164.38549308562 482068.0434317015),False,0,4.964221591179307,52.32579614138211
1899,363300000004647.0,224,169,100,Nieuw-West,1069HT,Rengerskerkestraat 11,POINT (114585.0096508594 485339.2983414998),False,15,4.793981332398314,52.354466541642644
1972,363300000004745.0,224,165,50,Noord,1033VA,Maanstraat 41,POINT (121065.27511159965 491854.8875743737),False,4,4.888438532282153,52.4134623409504
1494,363300000004055.0,224,148,14,Oost,1091PH,Kraaipanstraat 43A,POINT (123149.81239662736 485036.78915032017),,0,4.919722071640668,52.352311051310586
396,363300000002389.0,223,186,17,Oost,1087MB,Jan Vrijmanstraat 57,POINT (128763.17641277904 484762.91659061285),False,0,5.0021317845633595,52.35014633348255
155,363300000001330.0,223,81,20,Noord,1025MR,Diopter 77,POINT (123904.23330629313 491384.999460359),False,0,4.9302072120051275,52.4094076308628
1985,363300000004761.0,223,159,98,Zuid,1078CM,Oude-IJselstraat 4,POINT (122026.21823819676 484583.72616484767),False,4,4.903275431707546,52.3481729413866
1529,363300000004103.0,223,168,102,Zuid,postcode niet in CMS,Kuinderstraat 7,POINT (122179.50914921574 483933.6679039207),False,7,4.905588465595178,52.342339814127186
2355,363300000005275.0,222,203,119,Zuid,1073GK,Rustenburgerstraat 236,POINT (121742.7800127533 485084.12797806354),,51,4.89906633176568,52.35265314136542
1628,363300000004243.0,222,146,64,Noord,1031VD,Magnoliastraat 1,POINT (122346.54975409876 489077.5237131139),False,0,4.907540031982971,52.388579241078816
2535,363300000005552.0,222,44,17,Centrum,Nederland,Zandstraat 15D,POINT (121758.24746451085 487033.8379679294),True,4,4.899100631895616,52.37017674123698
274,363300000001626.0,222,121,53,Zuid,1083CN,Van Heenvlietlaan 226L,POINT (120541.50226564221 482254.69405823696),False,15,4.881724631680059,52.32715004160029
2168,363300000005013.0,221,122,2,Centrum,Nederland,Sint Jacobsstraat 2,POINT (121551.18871867986 487732.8773886531),True,0,4.895990831960687,52.376446641199784
682,363300000002834.0,221,158,53,Zuid,1071JB,Emmastraat 33,POINT (119777.03796767992 485123.11628184095),False,17,4.870210866169656,52.35288104418012
12,363300000000921.0,221,164,31,Nieuw-West,1067XX,Willem Baerdesenstraat 1,POINT (115228.05783391594 487842.1449690923),False,2,4.803123632511285,52.37700704145348
446,363300000002490.0,221,178,90,Oost,postcode niet in CMS,Solostraat 11,POINT (124654.89220939291 486016.96827831166),False,20,4.9417238554478145,52.361205463669044
751,363300000002938.0,220,179,92,Oost,1094BC,Billitonstraat 12,POINT (124489.65545959523 486507.897944004),False,10,4.939253631623568,52.36560847115863
927,363300000003216.0,220,155,76,West,1051CK,De Kempenaerstraat 19D,POINT (119744.83834415894 488306.602256143),False,11,4.86940443215517,52.38148984123693
10,363300000000899.0,220,194,68,Noord,1021TR,Albatrospad 25,POINT (123424.60049173376 488959.13727158884),False,12,4.923386731881725,52.387578341041795
126,363300000001246.0,220,171,33,Noord,1035SJ,Thomas Prinslaan 39,POINT (121983.9855462564 492703.43461232295),False,3,4.90185754094131,52.42114448844435
655,363300000002795.0,220,175,126,Oost,1098TA,Edisonstraat 14,POINT (124716.82491383368 484764.1657886617),False,4,4.942745803757133,52.34994947699349
1039,363300000003387.0,220,173,59,Nieuw-West,1064CC,Louis Couperusstraat 67,POINT (116969.22468102901 487627.04196231696),False,9,4.82871712234776,52.3751972313958
671,363300000002819.0,219,174,37,Centrumlocaties,Nederland,Elandsstraat 22,POINT (120561.53556777179 487105.89983835845),True,19,4.881522032003777,52.37075064128169
1924,363300000004681.0,219,134,22,Centrumlocaties,Nederland,Eerste Breeuwersstraat 1HS,POINT (120840.98713636328 488837.2758123797),False,0,4.885449232096631,52.3863284411569
2259,363300000005151.0,219,27,2,Centrum,Nederland,Treeftsteeg 10,POINT (120976.64724502261 487193.1369709139),True,0,4.8876083319738495,52.37156054125883
529,363300000002598.0,218,177,80,Zuid,1073AM,Tweede Van der Helststraat 77,POINT (121465.26365066171 484694.1554552308),False,27,4.895032051763488,52.34913146140238
650,363300000002785.0,218,125,39,Oost,1097RX,Dulongstraat 79,POINT (123701.8314270676 484185.89186607493),False,0,4.927903231535604,52.344695441343845
1755,363300000004436.0,218,154,98,Oost,1097NP,Rusthofstraat 36,POINT (123459.32714609138 484212.39971972053),False,12,4.924342105411275,52.34491981398785
2677,363300000005790.0,218,152,36,Zuidoost,1107AN,Wethouder De Vriesplantsoen 2,POINT (127871.80303946321 478549.28686165815),False,0,4.989549750795105,52.294258201544984
1005,363300000003340.0,217,147,114,Oost,1097VR,Harkstraat 1,POINT (124849.99008856587 483984.0000595826),False,1,4.944770065139375,52.34294514390113
2446,363300000005401.0,217,144,36,Zuidoost,1106TM,Ochtenhof 94,POINT (125958.05724353065 478989.381172485),False,6,4.961460260991792,52.29811590159397
2493,363300000005473.0,217,111,4,Zuidoost,postcode niet in CMS,Streefkerkstraat 59,POINT (127611.43009084498 478537.22978641413),False,0,4.985734183927536,52.294136944342384
2449,363300000005404.0,216,89,62,Zuidoost,1106XJ,Ommerenhof 17,POINT (126265.76765545749 478588.08146351314),False,13,4.966005230938215,52.29452537160797
2011,363300000004793.0,216,51,9,Centrum,Nederland,Paleisstraat 105,POINT (121146.07557926937 487284.2911696179),True,16,4.890086931965376,52.372390241245895
2618,363300000005687.0,216,182,53,Noord,1025HA,Het Hoogt 36,POINT (124190.06221157541 489853.3326482323),False,0,4.934548371876143,52.39565824095131
1510,363300000004074.0,215,29,9,Centrum,Nederland,Korte Keizersstraat 4III,POINT (121992.51864189235 487167.15599089116),True,5,4.902527331884367,52.37138904121854
1128,363300000003526.0,215,132,54,Nieuw-West,1064TT,Hélène Swarthstraat 15,POINT (116522.46347083189 487805.36758790433),False,5,4.822136257089738,52.37676875412369
2619,363300000005690.0,215,110,22,Nieuw-West,1069RL,Evertsweertstraat 86,POINT (114467.82357245046 485524.0694347615),False,1,4.792239066728626,52.35611848359282
2117,363300000004946.0,214,144,71,Oost,1097CL,Zacharias Jansestraat 2,POINT (123829.35289824405 485221.9706414562),False,13,4.92967858548338,52.35401431383423
2845,363300011951231.0,214,169,17,Zuidoost,1103BC,Eversdal 11,POINT (126215.79255373703 482096.5452402368),False,0,4.9649732142399,52.32605499307569
2108,363300000004933.0,214,128,57,Nieuw-West,1069CL,Wolbrantskerkweg 43,POINT (114741.31494538684 485880.51504112425),False,13,4.79621073242119,52.35934204160106
2222,363300000005087.0,214,57,15,Zuid,1082CJ,Ter Hooge 5,POINT (120218.29158267901 482194.9155908705),False,1,4.876989731704,52.32659244161745
1572,363300000004167.0,214,202,9,Oost,1019MC,Levantkade 11,POINT (124423.67120905244 487701.18064437894),False,2,4.93817634170995,52.37632924108293
2657,363300000005762.0,213,86,31,Centrum,Nederland,Pentagon 17,POINT (121854.21621729789 486961.8697206887),True,8,4.900516831882467,52.36953574123773
2450,363300000005405.0,213,114,19,Zuidoost,1106XW,Opijnenhof 106,POINT (126390.3175295215 478679.4886028364),False,7,4.967823140933409,52.29535338159683
30,363300000000998.0,212,142,46,Zuid,1076DW,Artemisstraat 84,POINT (118601.67674077544 484311.61282595946),False,31,4.853047706262631,52.34551122437517
1525,363300000004099.0,211,180,63,Oost,1091LH,Krugerstraat 32,POINT (123050.05580754252 485083.46628952055),False,19,4.918253505599572,52.35272476391539
1312,363300000003800.0,211,66,8,Centrum,Nederland,Molenpad 93,POINT (120695.26724915236 486677.6204395181),True,26,4.883529331963378,52.36690994130419
1406,363300000003916.0,210,140,3,Centrum,Nederland,Nieuwe Nieuwstraat 2A,POINT (121451.36400349144 487612.4061192971),True,1,4.89453693196117,52.375357841211795
990,363300000003314.0,209,183,66,Nieuw-West,1064JT,Du Perronstraat 34,POINT (115995.38576048755 488048.58163849864),False,6,4.814367907212677,52.37891737413782
1664,363300000004292.0,209,123,45,Nieuw-West,1069EZ,Meentstraat 53,POINT (114094.13889782518 485401.25633316505),False,9,4.786769032444412,52.354987041658674
1898,363300000004646.0,208,135,45,Nieuw-West,1068XL,Remijden 195,POINT (115239.13771295964 486142.9149047043),False,3,4.803487332396198,52.36173654156356
2624,363300000005700.0,208,128,31,Noord,1021ND,Gieterij 42,POINT (122776.20357060367 488338.60335871065),False,10,4.913922131895783,52.38196374110935
2816,363300011290591.0,208,151,56,Noord,1034DW,Dillestraat 13,POINT (122645.40999698605 490538.9246470979),False,2,4.911789166409645,52.40173094328553
2278,363300000005181.0,207,118,56,Zuid,1071AL,Van Baerlestraat 1,POINT (120269.98932096729 485934.1371506986),False,11,4.877362266194136,52.360201314041156
766,363300000002956.0,207,45,18,Centrum,Nederland,Bloedstraat 28,POINT (121793.51086892569 487314.942031008),True,10,4.8995906319115345,52.37270524121713
2328,363300000005243.0,207,180,121,Oost,1093XC,Van Swindendwarsstraat 75,POINT (123585.74525963576 486004.014408934),False,20,4.926029965631244,52.36102894375899
1167,363300000003583.0,206,101,24,Nieuw-West,1059GA,Honselersdijkstraat 65,POINT (117947.70036622582 484516.7095195648),False,1,4.843428234109833,52.34731078311689
1140,363300000003547.0,206,139,62,Nieuw-West,postcode niet in CMS,Hertingenstraat 208,POINT (114794.24848689507 485351.2376291996),False,4,4.7970510170543985,52.35458919456175
735,363300000002920.0,206,102,26,Zuid,1079RE,Stichtstraat 16,POINT (121655.72845255354 483609.7409373531),False,5,4.897934731674294,52.33939704146571
2274,363300000005174.0,205,127,31,Zuid,1078SZ,Uithoornstraat 30A,POINT (122308.24673323169 484493.11659058544),,1,4.907423191677047,52.347375451380934
1181,363300000003602.0,203,145,57,West,1013MR,Houtmankade 29A,POINT (120851.150030466 489205.8274787401),False,7,4.885561032120703,52.38964134113238
2826,363300011951152.0,203,146,63,Nieuw-West,1061TX,Wijnand Nuijenstraat 13,POINT (117794.06300242126 486625.7827757362),False,10,4.840940282209619,52.36625519142713
2218,363300000005082.0,202,152,76,West,1053CK,Ten Katestraat 160,POINT (119646.76516598038 486466.12494138454),False,8,4.868157665966879,52.36494268304319
2713,363300000005866.0,202,168,48,Noord,1025WT,Olof Palmeplein 44,POINT (124715.43032604485 489991.9460407948),False,2,4.942254289664686,52.396933244312194
2595,363300000005660.0,202,131,44,Zuid,1071LL,Concertgebouwplein 13,POINT (120379.23837667232 485418.5579539504),False,23,4.87901906610579,52.35557454409474
1672,363300000004305.0,201,170,20,Zuid,1077LR,Memlingstraat 27,POINT (120075.7869600921 484701.35791383433),False,8,4.874639431883984,52.34910964145904
2172,363300000005017.0,201,127,6,Centrum,Nederland,Sint Nicolaasstraat 45D,POINT (121295.42413071335 487553.36156153434),True,2,4.8922529319706465,52.37481764122211
2065,363300000004869.0,200,140,61,Nieuw-West,postcode niet in CMS,Wierdestraat 34,POINT (113837.5292881798 485577.2033857422),False,5,4.782981067247934,52.356549144612934
2866,363300011951511.0,200,166,122,Oost,1098SJ,Ringslangpad 312,POINT (125141.264439286 485019.5970093077),False,20,4.948952352933226,52.35226836245931
2739,363300000005927.0,200,165,48,Oost,1095LJ,Zeeburgerdijk 623,POINT (125532.78066330348 486555.3955711187),False,11,4.9545641315361575,52.36609230111233
31,363300000000999.0,200,121,30,Zuid,1076DS,Rheastraat 74,POINT (118706.48152101893 484309.3191220669),False,9,4.85458593197574,52.34549754154092
1642,363300000004263.0,200,128,27,West,1055BK,Marieken van Nimwegenstraat 11,POINT (118435.66300875013 487812.8276151773),False,14,4.850230832234428,52.37696654132326
2041,363300000004831.0,200,183,26,Noord,1032GL,Dotterbloemstraat 12,POINT (122776.38265435124 490140.7378105122),False,0,4.913751832017972,52.39816004099127
2141,363300000004977.0,200,150,90,Nieuw-West,1068AK,Sonderbuur 30,POINT (114923.61320773605 486362.8756390201),False,4,4.798829232437935,52.363690441562206
2290,363300000005198.0,200,137,82,Oost,1093KB,Van der Vijverstraat 31,POINT (123912.02933475381 485756.7132553352),False,12,4.93084266324606,52.35882492246371
989,363300000003312.0,199,133,74,Noord,1033JT,Druivenstraat 20,POINT (121821.97091422956 491719.4383993112),False,3,4.899573306712662,52.412291323211036
2386,363300000005317.0,199,157,59,West,1054KG,Vondelkerkstraat 2,POINT (119062.48013641631 485767.80693910987),False,34,4.859654322756395,52.358628790055796
1541,363300000004126.0,199,77,16,Centrum,Nederland,Langestraat 96,POINT (121183.49997542503 487786.43328160286),True,36,4.890585931996045,52.376905441211456
2503,363300000005486.0,199,130,44,Zuidoost,1107NH,Westbroekplein 23,POINT (127768.30327387097 478650.0532925116),False,8,4.988024520810882,52.29515873154249
1258,363300000003725.0,198,97,76,Oost,1095TR,Gorontalostraat 16,POINT (124681.93294922067 486491.13714523154),False,5,4.942078065099541,52.36546848262311
1627,363300000004241.0,198,138,89,West,1057RV,Magalhaensstraat 26,POINT (118668.90248474755 486693.84395480825),False,20,4.853776932139012,52.366925441386655
2175,363300000005020.0,198,39,3,Centrum,Nederland,Sint Pieterspoortsteeg 31,POINT (121444.1880241598 487159.9158909916),True,4,4.894476731931245,52.371290741241694
1441,363300000003975.0,198,113,41,Noord,1024TJ,Alkmaarstraat 1,POINT (125412.8261421224 489638.1865418575),False,6,4.952531531755501,52.39379194091459
1487,363300000004043.0,198,152,81,Oost,1097EN,Van 't Hofflaan 69A,POINT (124058.69941570972 484342.2503353249),False,6,4.933125741515128,52.34612090131884
935,363300000003225.0,197,149,53,West,1055VP,De Rijpstraat 126,POINT (119048.6205509949 487849.7602522346),False,5,4.85922823218423,52.37733894129552
798,363300000003000.0,196,146,50,Nieuw-West,postcode niet in CMS,Botteskerksingel 24,POINT (114500.53852990532 485836.443615058),False,10,4.792681647169709,52.35892826452736
553,363300000002633.0,196,117,48,Noord,1033KD,Abrikozenstraat 74,POINT (121764.07700763717 491567.1803490758),False,3,4.898737532202358,52.41091944094006
432,363300000002472.0,196,146,92,Oost,1094ED,Bankastraat 18,POINT (124045.69581145697 486418.3008633546),False,19,4.932743891656044,52.36477839118285
2805,363300003767130.0,196,142,70,West,1014ZL,Memeleiland 247,POINT (120678.82502059994 489586.206173003),False,39,4.8829908080010895,52.3930491492595
2023,363300000004810.0,195,161,85,Nieuw-West,1064ZS,Parmenidesstraat 39,POINT (116019.28087807455 487461.1537329718),False,14,4.814786967129253,52.373639744206685
2352,363300000005272.0,194,133,64,Zuid,1079PX,Veluwelaan 21,POINT (121595.64264463664 483494.892724825),False,15,4.8970645016718,52.33836121147573
811,363300000003026.0,194,133,74,Oost,1097VK,Brinkstraat 147,POINT (124815.55397537649 483767.4513385962),False,9,4.944284165116167,52.34099704393045
579,363300000002676.0,194,161,47,Nieuw-West,1064HL,Lodewijk van Deysselstraat 59,POINT (115996.57358614774 487860.9459544593),False,5,4.814407132446819,52.37723114142064
1109,363300000003491.0,193,158,81,Nieuw-West,1065JG,Johan Huizingalaan 154,POINT (116820.68412113145 485856.2645266808),False,9,4.826736982241485,52.35927255151728
2230,363300000005104.0,193,129,46,Nieuw-West,1065SX,Theodorus Majofskistraat 44,POINT (117108.15886676812 485313.4270574334),False,15,4.831018032180418,52.35441384154089
1434,363300000003966.0,193,167,75,Zuid,1075KW,Karperstraat 11,POINT (118830.72695528387 484608.87850504735),False,8,4.856377001985102,52.34819796151622
136,363300000001265.0,193,148,42,Noord,1035HG,Bruinvisstraat 40,POINT (120863.52777614948 492991.9961451175),False,1,4.885357632377034,52.4236692408846
1778,363300000004470.0,193,156,42,Oost,1092KN,Schalk Burgerstraat 45,POINT (123220.8028746986 485125.63837265),False,13,4.920755611640488,52.35311368130185
1533,363300000004110.0,193,133,45,West,1053WD,Kwakersstraat 20,POINT (119671.54963300774 486842.64023761946),False,17,4.86848196641977,52.36832812398031
388,363300000002377.0,192,99,28,Centrum,Nederland,Oosterdoksstraat 106,POINT (122361.38945290272 487741.9405799201),True,4,4.907887774275685,52.37657685236585
728,363300000002909.0,191,139,26,Centrum,1017XK,Frederiksplein 3,POINT (121820.99737933427 486031.638954739),True,12,4.900120881822647,52.36117346130004
2169,363300000005014.0,191,43,6,Centrum,Nederland,Sint Jansstraat 57,POINT (121577.36779068742 487338.1094729428),True,2,4.896414531931771,52.37290034122451
1925,363300000004682.0,191,144,61,Centrum,1015ZR,Nieuwe Tuinstraat 3,POINT (120295.55324836788 487736.89600315824),True,39,4.877551432069271,52.37640483125137
1253,363300000003718.0,190,146,64,West,1055CT,Gloriantstraat 10,POINT (118651.61206541702 488021.74213293236),False,12,4.853379466754389,52.378858443921814
635,363300000002762.0,190,172,15,Noord,1035VG,Astasiastraat 9,POINT (122219.18787157373 492401.6773350149),False,0,4.905344482219994,52.418446640866605
1768,363300000004457.0,189,146,72,Nieuw-West,1063BK,Burgemeester De Vlugtlaan 137,POINT (116706.32561604581 488214.0347069407),False,4,4.824789692409836,52.3804543813684
627,363300000002751.0,189,179,17,Noord,1033EC,Argostraat 23,POINT (121285.50248023195 491814.9184437825),,0,4.891679292260468,52.41311671094387
2093,363300000004904.0,189,104,39,Nieuw-West,1061SZ,Willem Nakkenstraat 3,POINT (117662.42709767219 486424.3731578591),False,7,4.839030032207387,52.36443614144565
1003,363300000003338.0,189,139,2,Centrum,Nederland,Haringpakkerssteeg 18,POINT (121612.06291093866 487802.7088088485),True,0,4.896877831960148,52.37707794119267
852,363300000003090.0,189,27,7,Centrum,Nederland,Nes 96,POINT (121365.53827538322 487054.60181888856),True,1,4.8933324319309355,52.370339441251794
836,363300000003062.0,189,122,52,Nieuw-West,1064BB,Burgemeester Van Tienhovengracht 14,POINT (117118.87360208813 487818.39363021165),False,7,4.830893066989486,52.37692729407293
308,363300000001722.0,188,124,33,Noord,1033WP,Platenwagenweg 13,POINT (120821.98777255538 492181.362435507),False,2,4.884829602325332,52.416381330939224
462,363300000002519.0,188,130,54,Zuid,1078CV,Berkelstraat 23,POINT (122052.4992189375 484519.2826446582),False,20,4.9036674317009465,52.34759534138975
1058,363300000003409.0,188,149,54,Nieuw-West,1063PR,Jacques Oppenheimstraat 2,POINT (116306.27107289144 488150.8425877333),,2,4.818921692439836,52.379858411389
616,363300000002738.0,187,127,42,Zuid,1077AN,Apollolaan 99,POINT (120250.6215764402 484855.91422757506),False,27,4.877189331879265,52.35050977144175
2064,363300000004868.0,187,161,53,Centrumlocaties,Nederland,Wielingenstraat 28L,POINT (120960.8075701622 484183.41391763726),False,17,4.887680331772833,52.34451024145662
271,363300000001617.0,187,143,32,Noord,postcode niet in CMS,Marskramerstraat 54,POINT (120651.96342414914 492608.3822827024),False,4,4.882286803080008,52.42020841925907
2774,363300000006105.0,187,118,42,Nieuw-West,1069VP,Dijkgraafplein 391,POINT (113981.97640861224 485483.91894200415),False,2,4.785112666806238,52.355721583637916
966,363300000003271.0,187,114,5,Centrum,Nederland,Nieuwendijk 144,POINT (121484.62110455899 487662.22861170425),True,0,4.895020331961666,52.37580764120712
1232,363300000003689.0,187,164,97,Nieuw-West,1067NW,De Savornin Lohmanstraat 79,POINT (115447.48998002232 487555.96610765415),False,13,4.8063796824732705,52.37445095146306
2358,363300000005281.0,186,64,32,Centrum,Nederland,Verversstraat 2G,POINT (121777.69548073623 486936.2361842713),True,11,4.899395831887349,52.369300741242554
1990,363300000004767.0,186,24,5,Centrum,Nederland,Oude Turfmarkt 122,POINT (121320.7959327496 486925.3351356046),True,1,4.892688431926081,52.36917494126219
2594,363300000005655.0,185,78,49,Zuidoost,1103BK,Gulden Kruis & Gulden Kruispad,POINT (126313.85782180713 481235.51355471474),False,3,4.966484972221101,52.318321632861924
2373,363300000005297.0,185,160,72,Nieuw-West,1069ZW,Viveportenstraat 27,POINT (114506.0988934745 486096.68809286575),,5,4.7927319324557764,52.36126754159664
1713,363300000004376.0,185,152,65,West,postcode niet in CMS,Pieter Langendijkstraat 2,POINT (119105.2219240267 486131.0159440655),False,27,4.860242966421026,52.3618958441133
248,363300000001551.0,185,116,43,Zuid,1079ZK,Alblasstraat 57,POINT (121762.76163913029 483790.7749927511),False,6,4.89948733167716,52.34103054144946
1514,363300000004078.0,184,17,4,Centrum,Nederland,Korte Korsjespoortsteeg 9,POINT (121322.3957463539 487786.495950194),True,2,4.892625631984061,52.376914541205736
814,363300000003032.0,183,103,31,Centrum,Nederland,Brouwersgracht 6,POINT (121381.05553498678 488019.6593548546),True,25,4.893463731994752,52.37901364118803
1515,363300000004079.0,183,110,34,Centrumlocaties,Nederland,Korte Leidsedwarsstraat 141-A,POINT (120798.36914012916 486239.3985398435),True,9,4.88508763192497,52.36297794132863
2112,363300000004939.0,183,127,62,Zuid,1071LX,Wouwermanstraat 2,POINT (120452.61314731595 485379.65181407257),False,9,4.880100061896998,52.355229501399144
1313,363300000003801.0,182,46,3,Centrum,Nederland,Molensteeg 15HS,POINT (121824.39390480983 487413.006366663),True,2,4.900034431915489,52.37358844120943
3,363300000000885.0,181,133,61,West,1057WW,Vasco da Gamastraat 65,POINT (118749.45343924218 486931.5049409282),False,22,4.854933936590173,52.36906668404559
200,363300000001452.0,181,135,54,Oost,1019TW,Baron G.A. Tindalplein 101,POINT (124663.50656451647 487399.4104913275),False,15,4.941725575633688,52.3736304334997
2080,363300000004885.0,181,107,61,Noord,1024CK,Wildrijkstraat 17,POINT (125617.5431829404 490063.3338559991),False,2,4.955501791766649,52.397623870878164
1324,363300000003814.0,181,116,73,Oost,1097DA,James Wattstraat 23,POINT (123542.69911060041 484974.9165323039),False,6,4.925494283204878,52.35177761259695
837,363300000003063.0,181,134,58,Nieuw-West,1063BE,Burgemeester Vening Meineszlaan 120,POINT (116993.37179541404 488500.243222566),False,9,4.8289729324045405,52.38304654133793
2689,363300000005822.0,181,27,4,Zuidoost,1106ZA,Hendrik Veldhuishof 13,POINT (128293.40803285023 478889.95480999525),False,3,4.9957026807808464,52.29734058150514
733,363300000002918.0,181,34,13,Centrum,Nederland,Bethaniëndwarsstraat 16-A,POINT (121677.52032007907 487176.96130149515),True,8,4.897901131912245,52.37145814123096
694,363300000002849.0,180,127,38,Oost,postcode niet in CMS,Ertskade 170,POINT (124902.06663229762 487499.51717046817),False,29,4.9452196656059435,52.374543253467685
2183,363300000005029.0,180,121,43,Zuid,1076CK,Stadionplein 163,POINT (118910.28625894382 484235.3901824215),False,4,4.857584631953237,52.34484654153737
951,363300000003249.0,179,126,16,Oost,1091GM,Wibautstraat 12,POINT (122435.78735897041 485671.7202793826),,0,4.909180831745235,52.357975541298316
1055,363300000003406.0,179,140,61,Nieuw-West,1064JX,Jacob van Maerlantstraat 18,POINT (115748.75556737027 488086.42743993003),False,5,4.810741557259906,52.379239924153566
1032,363300000003377.0,179,140,50,Nieuw-West,1065EA,Fijnje van Salverdastraat 10,POINT (116912.342740044 485533.62241233274),False,4,4.828118992211984,52.35637925153459
1774,363300000004464.0,179,154,72,Noord,1025BE,Savelsbos 28,POINT (124908.77473962295 490321.81836442096),,18,4.945065311845721,52.39990854089065
1265,363300000003735.0,179,143,28,Oost,1097TB,Graanstraat 43,POINT (124592.04004687778 483610.15521323885),False,0,4.941018671419621,52.33957104134506
2070,363300000004874.0,178,34,5,Centrum,Nederland,Warmoesstraat 101,POINT (121616.73833683023 487504.3336173168),True,0,4.896976131939594,52.37439664121203
114,363300000001194.0,178,165,67,Oost,1019LV,Messinastraat 1,POINT (124570.42301599596 487794.35821327975),,20,4.940322961703525,52.377174811070745
1399,363300000003909.0,178,25,8,Centrum,Nederland,Montelbaanstraat 4B,POINT (122084.90150750533 487314.10274358455),True,4,4.903869431886297,52.37271524120512
441,363300000002484.0,178,122,65,West,1057SZ,Bartholomeus Diazstraat 13A,POINT (118711.6451588707 487049.93426838843),False,13,4.854366032159306,52.37012854136164
1168,363300000003584.0,177,131,35,Zuid,1071DH,Honthorststraat 42,POINT (120822.52224245429 485656.065342378),False,14,4.885501491883643,52.35773685136586
2004,363300000004785.0,177,87,31,Noord,1024VV,Overveenstraat 1,POINT (125580.28201165021 489723.5555359179),False,4,4.95498412174677,52.394568180902034
1394,363300000003904.0,177,60,8,Centrum,Nederland,Nieuwe Doelenstraat 4,POINT (121432.457802975 486758.95188228186),True,10,4.894344531905222,52.36768644126844
740,363300000002925.0,177,55,6,Centrum,Nederland,Beursplein 37,POINT (121526.98870173589 487499.17785061174),True,2,4.895658731946995,52.374344841216065
800,363300000003002.0,177,97,35,Nieuw-West,1068XZ,Boutenburg 4,POINT (115129.10067875782 486473.1820173369),False,4,4.801832832427764,52.36469674154659
1988,363300000004765.0,176,15,10,Centrum,Nederland,Oude Nieuwstraat 5,POINT (121312.14363811623 487756.0338970343),True,0,4.89247813198289,52.376640141208156
624,363300000002748.0,176,76,26,Nieuw-West,1063KB,Arend Bontekoeplantsoen 1,POINT (116719.57546562862 488109.8206470114),False,4,4.82499615669167,52.37951871307065
110,363300000001187.0,176,93,11,Nieuw-West,1066SB,Hageland 117,POINT (115834.02037083785 484338.9956711539),False,0,4.812430206740859,52.345567044598766
2840,363300011951221.0,175,118,51,Nieuw-West,1064DH,Th. J. Lammerslaan 22,POINT (116322.51537479498 487320.4708571844),False,6,4.819255832382543,52.37239684144238
135,363300000001264.0,174,152,28,Noord,1035HH,Potvisstraat 35,POINT (120894.41374758795 492936.4034577266),False,2,4.885817332370582,52.423171540886905
2789,363300003695530.0,174,95,44,Noord,postcode niet in CMS,Sausalitolaan 3,POINT (122074.74063640472 488821.1778992484),False,8,4.903572546274155,52.386259153541474
2857,363300011951309.0,173,164,113,Nieuw-West,1062XB,Voetbalstraat 45,POINT (117637.53990025485 483990.21515747305),False,33,4.838934992046358,52.34255803160554
1634,363300000004253.0,173,144,80,Oost,1097NA,Manenburgstraat 39,POINT (123336.48177607413 484081.2546131466),False,7,4.922551732028881,52.343734100259965
2200,363300000005055.0,173,150,73,Nieuw-West,1069WT,Stoomgemaalstraat 52,POINT (113880.38674888149 485717.12344768445),,4,4.783593032483805,52.35780984164697
2656,363300000005761.0,173,47,4,Centrum,Nederland,Zuiderkerkhof 41,POINT (121815.64904295863 487017.87417156616),True,2,4.899945031889576,52.37003674123565
1789,363300000004491.0,171,24,2,Centrum,Nederland,Binnenkant 34-H,POINT (122187.34316501889 487370.76816185744),True,4,4.9053681318812705,52.373230641197175
2008,363300000004789.0,171,109,35,Centrum,Nederland,Paardenstraat 6,POINT (121691.7289677535 486650.43382973474),True,32,4.898161931875505,52.36672694126486
2128,363300000004963.0,170,131,73,Oost,1092XT,Smitstraat 42,POINT (123346.28663900217 485212.8307856126),False,6,4.922589175565777,52.35390455387519
132,363300000001259.0,170,145,67,Oost,1019JL,C. van Eesterenlaan 54,POINT (124419.48665832759 487207.0490004219),False,17,4.93815985167689,52.37188808111558
1498,363300000004059.0,170,119,73,Zuid,1078KG,Krammerstraat 33,POINT (120944.8510563701 484230.3934984489),False,0,4.8874414258482926,52.34493147419252
1156,363300000003567.0,170,107,66,Zuid,1079LV,Hoendiepstraat 18,POINT (122513.28550356571 483966.6695353023),False,7,4.91048303162396,52.342656241407084
1578,363300000004178.0,170,133,50,Nieuw-West,1067ZH,Lieven Keersemakerstraat 8,POINT (115371.70005097848 487790.83560571313),False,7,4.805239072495551,52.37655630145095
1505,363300000004068.0,170,67,24,West,1056TS,Krommertstraat 9,POINT (118956.42246245829 487256.2909653326),False,7,4.857937932152154,52.371999241338074
2521,363300000005515.0,170,83,46,Zuidoost,1106HV,Mijehof 278,POINT (126417.14895293374 479265.6667434074),False,1,4.968166790970079,52.30062305155692
